name,gender,age,location,status,username,ethnicity,occupation,description,match_age,children,orientation,religion,smoking,drinking,intent,target
Maurin,female,50 y.o.,"Santiago de Cuba, Cuba",divorced,Maurin,black,-,-,from 45 to 70,1-2 living elsewhere,Straight,Other,non-smoker,social drinker,Serious Relationship,Male
wilson80,male,44 y.o.,"Guayaquil, Ecuador",divorced,wilson80,hispanic,-,-,from 21 to 42,1-2 living elsewhere,Straight,Other,non-smoker,social drinker,Friendship,Female
Alexishkoissfgjuik,male,28 y.o.,"Cochabamba, Bolivia",single,Alexishkoissfgjuik,white,Estudiante,-,from 19 to 30,no children,Straight,Christian,non-smoker,social drinker,Romance,Female
Pensy,male,36 y.o.,"Medellín, Medellin, Antioquia, Colombia",single,Pensy,hispanic,Diseñador Gráfico,-,from 19 to 86,no children,Straight,Other,non-smoker,occasional drinker,"Fun, Friendship, Romance, Serious Relationship",Female
Ckay,male,33 y.o.,"La Paz, Bolivia",single,Ckay,asian,Chef,-,from 19 to 50,no children,Straight,Other,light smoker,occasional drinker,"Friendship, Romance",Female
marialaura40,female,45 y.o.,"Buenos Aires, CABA, Argentina",single,marialaura40,hispanic,Ciencias de la Comunicación,-,from 39 to 48,no children,Straight,Atheist,non-smoker,social drinker,Friendship,Male
Ofir,female,38 y.o.,"Medellín, Medellin, Antioquia, Colombia",single,Ofir,hispanic,Técnico en contabilidad,"Soy una mujer cariñosa amable y sincera 
Me gusta viajar y las emociones fuertes",from 35 to 60,want children,Straight,Christian,non-smoker,social drinker,"Romance, Serious Relationship, Marriage",Male
Jorgeloanon,male,40 y.o.,"Barranquilla, Atlántico, Colombia",single,Jorgeloanon,white,Administrador,-,from 19 to 38,1-2 living elsewhere,Straight,Christian,non-smoker,social drinker,Serious Relationship,Female
Ilse,female,38 y.o.,"Heroica Veracruz, Ver., Mexico",single,Ilse,hispanic,Licenciada en Admon de empresas turísticas,"Agradable, honesta y buena amiga.",from 34 to 39,no children,Straight,Christian,non-smoker,never,"Friendship, Serious Relationship, Marriage",Male
Bristol4005,male,32 y.o.,"UPR MARLBORO, MD 20774, USA",single,Bristol4005,black,-,"I am chill and very outgoing, looking for a serious relationship",from 19 to 25,no children,Straight,Christian,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
trenti2020,male,52 y.o.,"Valencia, España",divorced,trenti2020,white,Técnico,"Hombre tranquilo, cariñoso, amante de los a-
nimales y la naturaleza.",from 19 to 86,1-2 living elsewhere,Straight,Atheist,non-smoker,occasional drinker,Serious Relationship,Female
tiburon355,male,55 y.o.,"Chaclacayo, Perú",divorced,tiburon355,hispanic,vendedor de fruta,-,from 40 to 80,no children,Straight,Christian,non-smoker,never,Marriage,Female
profesor_Cristiano,male,60 y.o.,"Lima, Perú",separated,profesor_Cristiano,white,Profesor Ingeniero,"Serio con los compromisos, responsable, alegre, cariñoso, de principios cristianos",from 19 to 86,want children,Straight,Christian,non-smoker,never,"Serious Relationship, Marriage",Female
Mimi1813,female,29 y.o.,"Veracruz, Ver., México",single,Mimi1813,hispanic,Empresaria,-,from 19 to 86,don't want children,Bisexual,Other,social smoker,social drinker,"Fun, Friendship, Romance",Male
Manuellara,male,38 y.o.,"Guanajuato, Gto., México",divorced,Manuellara,hispanic,Maestro,-,from 19 to 22,1-2 living elsewhere,Straight,Other,social smoker,social drinker,Serious Relationship,Female
Mayrabaja,female,35 y.o.,"Tulsa, OK, USA",separated,Mayrabaja,hispanic,-,-,from 27 to 45,1-2 living with me,Straight,Christian,non-smoker,social drinker,"Friendship, Romance",Male
Alyssa54,female,58 y.o.,"Quezon, Philippines",single,Alyssa54,asian,Self employed,-,from 50 to 65,1-2 living with me,Straight,Other,non-smoker,occasional drinker,"Romance, Serious Relationship, Marriage",Male
Osmarah,female,26 y.o.,"Tampico, Tamaulipas, Mexico",single,Osmarah,hispanic,Enfermera,-,from 29 to 45,no children,Straight,Other,social smoker,social drinker,"Fun, Friendship, Romance",Male
abigaill,female,29 y.o.,"Saltillo, Coah., México",single,abigaill,white,-,-,from 28 to 38,no children,Straight,Other,non-smoker,occasional drinker,"Serious Relationship, Marriage",Male
Anthony03,male,29 y.o.,"Calceta, Ecuador",single,Anthony03,mixed,EMPRESARIO,-,from 19 to 86,no children,Straight,Christian,light smoker,occasional drinker,"Romance, Marriage",Female
Hhernand,male,37 y.o.,"Pasto, Nariño, Colombia",single,Hhernand,hispanic,-,-,from 19 to 30,no children,Straight,Spiritual,non-smoker,occasional drinker,Friendship,Female
eduardo1980,male,44 y.o.,"Trujillo, Peru",single,eduardo1980,hispanic,dentista,-,from 19 to 40,no children,Straight,Other,non-smoker,occasional drinker,"Friendship, Romance, Serious Relationship",Female
andywood,male,58 y.o.,"Detroit, MI, USA",single,andywood,asian,-,-,from 20 to 40,no children,Straight,Christian,non-smoker,social drinker,Friendship,Male
luis1212,male,32 y.o.,"Murcia, Spain",single,luis1212,hispanic,business analyst,"athlete, I swim, I run and I also dance very well, I like to create companies",from 19 to 30,want children,Straight,Christian,non-smoker,social drinker,Serious Relationship,Female
josetachirarodriguez,male,68 y.o.,"Bogotá, Colombia",divorced,josetachirarodriguez,hispanic,-,"Profesional, dedicado al comercio internacional, hombre maduro, buen humor, tauro, busco a chica joven, alegre, buen humor, de estatura no mayor a 1.65, tes blanca, ojos claros, buen cuerpo - 25/45 años",from 25 to 45,don't want children,Straight,Other,non-smoker,occasional drinker,Serious Relationship,Male
cristhian91,male,33 y.o.,"Trujillo, Perú",single,cristhian91,hispanic,Fotógrafo,"me considero una persona divertida de buen sentido del humor, me encanta bailar, cocinar y trabajar en lo que me gusta, en la fotografía",from 22 to 36,no children,Straight,Other,non-smoker,social drinker,"Friendship, Serious Relationship",Female
sheyla97,female,27 y.o.,"Medellín, Antioquia, Colombia",single,sheyla97,hispanic,"Modelo Profecional, Estudiante de Ingenieria.","Soy una mujer amable, risuena, carinosa, me encanta compartir con los demas, me gusta viajar y me encantaria poder conocer un buen hombre con el que pueda compartir buenas experiencias.",from 25 to 55,no children,Straight,Christian,non-smoker,never,"Friendship, Serious Relationship, Marriage",Male
Smokey2420,male,30 y.o.,"Cape Town, South Africa",single,Smokey2420,black,-,"Not one for kiss n tell,,I'm layed back and funny so the rest u need to find out",from 19 to 38,no children,Straight,Christian,social smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship",Female
Lar86,male,38 y.o.,"Monterrey, N.L., México",separated,Lar86,mixed,-,-,from 19 to 40,1-2 living elsewhere,Straight,Other,non-smoker,social drinker,Serious Relationship,Female
aanntteeee,male,48 y.o.,"Zürich, Switzerland",single,aanntteeee,white,enfermero,-,from 19 to 26,no children,Straight,Christian,non-smoker,never,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
R1959,female,65 y.o.,"Baku, Azerbaijan",divorced,R1959,white,-,-,from 61 to 70,1-2 living with me,Straight,Atheist,non-smoker,social drinker,Serious Relationship,Male
luisM73,male,51 y.o.,"Caracas, Distrito Capital, Venezuela",single,luisM73,hispanic,comercio,-,from 28 to 40,no children,Straight,Christian,non-smoker,occasional drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
Juan34,male,37 y.o.,"Villavicencio, Meta, Colombia",single,Juan34,hispanic,Conductor dobletroque,"Soy una persona cariñosa, atento, amable, responsable, trabajador y muy comprometido, me gusta el deporte y luchar por lo q quiero.",from 25 to 45,1-2 living with me,Straight,Other,non-smoker,occasional drinker,"Friendship, Serious Relationship",Female
Pedro527,male,32 y.o.,"Armenia, Quindío, Colombia",single,Pedro527,hispanic,Profesor,Soy una persona de mente abierta que quiere conocer chicas para hablar y pasar momentos agradables.,from 19 to 86,no children,Straight,Other,non-smoker,occasional drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
Joeltobar96,male,28 y.o.,"Guayaquil, Ecuador",single,Joeltobar96,hispanic,Entrenador de fútbol,-,from 19 to 24,no children,Straight,Christian,non-smoker,occasional drinker,"Friendship, Romance, Serious Relationship, Marriage",Female
fadue,female,39 y.o.,"Rabat, Morocco",single,fadue,middle eastern,-,"Soy una mujer muy tranquila, trabajadora, unida a mi familia y a mis amigos. Amo conocer gente, países y probar la gastronomía donde quiera que voy.
Orgullosamente colombiana.",from 38 to 55,want children,Straight,Christian,non-smoker,social drinker,Friendship,Male
jchh,male,51 y.o.,"Guantánamo, Cuba",separated,jchh,white,Analista de sistemas Informaticos,-,from 25 to 45,1-2 living elsewhere,Straight,Atheist,light smoker,occasional drinker,"Serious Relationship, Marriage",Female
superarubiano123,male,56 y.o.,"Lima, Perú",single,superarubiano123,white,psicologo,"hola me llamo francisco alberto y estoy buscando la relacion amorosa mas sincera y fiel soy un hombre soltero educado profesional independiente de 49 años que busca una relacion seria formal para encontrar la felicida afin a mi personalidad que sea para siempre me gusta los deportes como l natacion la playa no fumador me gustan las reuniones con amistades ,el cine de ciencia ficcion y terror me considero tranquilo hogareño trabajador sincero blanco de 1.69 de estatura y contextuta normal promedio que quiero una relacion afin de carateristicas similares a la mias puedo hablar ingles y he tenido la oportunidad de viajar por mi pais y por el extranjero me gusta la sana diversion y las buena amistades.si me conoces no te arrepentiras soy leal sincero fiel y bueno ya me conoceras busco a una persona afin",from 27 to 50,no children,Straight,Christian,non-smoker,social drinker,"Serious Relationship, Marriage",Female
Neusadias,female,47 y.o.,"AD700 Les Escaldes, Andorra",single,Neusadias,mixed,-,-,from 40 to 50,no children,Straight,Christian,non-smoker,occasional drinker,Serious Relationship,Male
Danilo86,male,38 y.o.,"Tipacoque, Boyacá, Colombia",single,Danilo86,hispanic,Lic en educación física recreación y deporte,-,from 19 to 86,1-2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,"Fun, Friendship, Serious Relationship",Female
giaco1984,male,40 y.o.,"White River Junction, Hartford, VT, USA",single,giaco1984,hispanic,Engineer,-,from 30 to 45,no children,Straight,Christian,non-smoker,never,Serious Relationship,Female
FelixAlbert,male,39 y.o.,"Lima, Perú",single,FelixAlbert,hispanic,Ingeniero,-,from 19 to 86,no children,Straight,Other,non-smoker,never,Romance,Female
Prisi07,female,25 y.o.,"Maturin 6201, Monagas, Venezuela",single,Prisi07,hispanic,Estudiante y trabajadora,Soy una chica que de verdad es dedicada a su relación y quiero que mi hombre ideal también lo sea soy cariñosa y divertida me gusta conversar mucho,from 22 to 86,1-2 living with me,Straight,Other,non-smoker,occasional drinker,"Serious Relationship, Marriage",Male
Franciscoalva1809,male,31 y.o.,"Mexico City, CDMX, Mexico",divorced,Franciscoalva1809,hispanic,-,-,from 19 to 33,1-2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,"Romance, Serious Relationship, Marriage",Female
Martin557,male,29 y.o.,"Nuevo Paysandú, 60000 Paysandú, Departamento de Paysandú, Uruguay",single,Martin557,white,-,-,from 19 to 86,no children,Straight,Atheist,non-smoker,never,Romance,Female
Nallely2109,female,40 y.o.,"Xalapa-Enríquez, Ver., México",divorced,Nallely2109,hispanic,Maestra,-,from 30 to 50,1-2 living with me,Straight,Christian,non-smoker,occasional drinker,Friendship,Male
Santiago25,male,29 y.o.,"Quito, Ecuador",single,Santiago25,mixed,-,-,from 19 to 86,want children,Straight,Atheist,social smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
1negro4unalatina,male,53 y.o.,"Greensboro, NC, USA",widowed,1negro4unalatina,black,Electrical,-,from 45 to 65,more than 2 living elsewhere,Straight,Other,non-smoker,social drinker,"Serious Relationship, Marriage",Female
Lyon,male,50 y.o.,"Maldonado, Departamento de Maldonado, Uruguay",single,Lyon,white,-,"Me gusta salir, conocer lugares y gente, el campo, el mar, charlas interesante y los deportes",from 25 to 55,1-2 living with me,Straight,Spiritual,non-smoker,social drinker,"Fun, Friendship, Romance",Female
Lacfenix90,female,33 y.o.,"Bogotá, Colombia",single,Lacfenix90,hispanic,Enfermera,-,from 19 to 86,no children,Straight,Other,non-smoker,occasional drinker,Serious Relationship,Male
Laurence2501,female,62 y.o.,"Brussels, Belgium",divorced,Laurence2501,white,optician,"Sense of humour not sarcasm , sharing, caring for people drive my life...Friendship , true relationship and why not more Not here for playing games , lies and others B.S.",from 35 to 45,1-2 living elsewhere,Straight,Other,non-smoker,social drinker,"Friendship, Romance, Serious Relationship",Male
Danirlvalera,male,46 y.o.,"Manaus, State of Amazonas, Brazil",separated,Danirlvalera,white,Quimico,-,from 19 to 86,no children,Straight,Other,non-smoker,occasional drinker,Serious Relationship,Female
alexvan,male,50 y.o.,"Sincelejo, Sucre, Colombia",divorced,alexvan,hispanic,ingeniero,-,from 31 to 41,1-2 living elsewhere,Straight,Christian,non-smoker,social drinker,Serious Relationship,Female
Edward1983,male,40 y.o.,"Bucaramanga, Santander, Colombia",divorced,Edward1983,mixed,Asesor comercial,-,from 25 to 45,no children,Straight,Other,non-smoker,occasional drinker,"Fun, Friendship, Romance, Serious Relationship",Female
EnmanuelReyes,male,29 y.o.,"Elizabeth, NJ 07202, USA",single,EnmanuelReyes,white,Mecani,-,from 19 to 86,no children,Straight,Other,non-smoker,social drinker,Romance,Female
Arturo83,male,41 y.o.,"Austin, TX, USA",single,Arturo83,hispanic,I.T. admin,-,from 27 to 45,no children,Straight,Christian,social smoker,occasional drinker,Serious Relationship,Female
MissJ,female,35 y.o.,"3240 Šmarje pri Jelšah, Slovenia",single,MissJ,white,-,-,from 28 to 37,no children,Straight,Other,light smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship",Male
PABLOGHD08,male,46 y.o.,"Lima, Perú",single,PABLOGHD08,hispanic,profesor,-,from 19 to 86,no children,Straight,Christian,non-smoker,never,"Friendship, Romance, Serious Relationship, Marriage",Female
mike332,male,48 y.o.,"Vineland, NJ, USA",single,mike332,white,mashie tech,-,from 19 to 86,1-2 living elsewhere,Straight,Other,social smoker,never,"Romance, Serious Relationship, Marriage",Female
Ash22,male,39 y.o.,"Dundalk, Co. Louth, Ireland",single,Ash22,asian,health care worker,-,from 25 to 35,no children,Straight,Hindu,social smoker,occasional drinker,"Friendship, Romance, Serious Relationship, Marriage",Male
JRosendo,male,64 y.o.,"La Habana, Cuba",divorced,JRosendo,white,Productor Musical,-,from 35 to 45,more than 2 living elsewhere,Straight,Other,non-smoker,never,Marriage,Female
Pachomm,male,43 y.o.,"Medellín, Antioquia, Colombia",single,Pachomm,hispanic,-,-,from 19 to 86,no children,Straight,Spiritual,non-smoker,occasional drinker,Serious Relationship,Female
gulyabikmayeva,female,41 y.o.,"Aktobe, Kazakhstan",divorced,gulyabikmayeva,white,-,-,from 19 to 86,1-2 living with me,Straight,Other,non-smoker,never,Serious Relationship,Male
juan3333,male,56 y.o.,"Las Piedras, Departamento de Canelones, Uruguay",single,juan3333,white,trabajador privado,-,from 19 to 86,don't want children,Straight,Christian,non-smoker,never,Romance,Female
Lisusan,female,48 y.o.,"Havana, Cuba",single,Lisusan,hispanic,Enfermera neonatóloga,-,from 35 to 60,1-2 living with me,Straight,Spiritual,non-smoker,occasional drinker,"Serious Relationship, Marriage",Male
Rene2711,male,34 y.o.,"Michoacán, México",single,Rene2711,mixed,Ing automotriz,-,from 25 to 35,no children,Straight,Christian,non-smoker,occasional drinker,Marriage,Female
polis002,female,28 y.o.,"Bogotá, Colombia",single,polis002,hispanic,-,"Me encantaria aventurar con hombres dispuestos a divertirse y pasar tiempo conmigo .. 
Soy una chica que no ha tenido experiencias sexuales",from 23 to 45,want children,Bisexual,Christian,non-smoker,never,"Fun, Friendship, Romance, Serious Relationship",Male
Moi777,male,38 y.o.,"Tarma, Perú",single,Moi777,white,Independiente,-,from 20 to 38,no children,Straight,Other,non-smoker,never,"Fun, Friendship, Romance, Serious Relationship, Marriage",Male
tiho1111,male,41 y.o.,"Prague, Czechia",single,tiho1111,white,-,-,from 30 to 56,no children,Homosexual,Christian,light smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship",Male
David1989,male,35 y.o.,"San Salvador, El Salvador",single,David1989,hispanic,Uber,-,from 19 to 86,more than 2 living with me,Straight,Christian,social smoker,social drinker,Fun,Female
Tina27,female,37 y.o.,"Pune, Maharashtra, India",single,Tina27,asian,Training &Quality,-,from 30 to 36,no children,Straight,Christian,non-smoker,social drinker,Serious Relationship,Male
Ryantupaj,male,44 y.o.,"Bowie, MD, USA",single,Ryantupaj,white,Electrician,-,from 30 to 50,no children,Straight,Christian,non-smoker,never,"Romance, Serious Relationship, Marriage",Female
Paul3004,male,47 y.o.,"Cercado de Lima, Perú",single,Paul3004,hispanic,Especialista en ciberseguridad,"Soy una persona amoroso cariñosa de buenos sentimientos, amable y muy respetuoso",from 25 to 45,no children,Straight,Christian,non-smoker,social drinker,"Serious Relationship, Marriage",Female
Sesars,male,38 y.o.,"Riga, Latvia",single,Sesars,white,-,-,from 25 to 40,no children,Straight,Other,social smoker,social drinker,Serious Relationship,Female
Dantiago,male,47 y.o.,"Zaragoza, España",divorced,Dantiago,white,Delineante proyectista,"Hombre normal...sincero,familiar,trabajador,deportista e inquieto.....y cariñoso",from 30 to 55,1-2 living elsewhere,Straight,Christian,non-smoker,never,Serious Relationship,Female
Bebero0,male,30 y.o.,"San Marcos, Guatemala",single,Bebero0,hispanic,Trabajo propio,-,from 19 to 86,1-2 living elsewhere,Straight,Christian,non-smoker,never,"Friendship, Serious Relationship",Female
Paola1991,female,33 y.o.,"Ambato, Ecuador",separated,Paola1991,hispanic,Cosmetologa,-,from 35 to 55,1-2 living with me,Straight,Other,non-smoker,occasional drinker,Serious Relationship,Male
Luis36,male,40 y.o.,"Lima, Perú",single,Luis36,hispanic,-,-,from 19 to 86,no children,Straight,Other,non-smoker,never,Friendship,Female
Juhega,male,49 y.o.,"Santa Coloma de Gramanet, Barcelona, España",single,Juhega,hispanic,trabajo y estudio,"Me consideran buena persona. Soy sincero, honesto, alegre.....pero prefiero que me digas tú que piensas o crees ;)",from 28 to 40,no children,Straight,Atheist,non-smoker,never,"Friendship, Romance, Serious Relationship",Female
joseln,male,76 y.o.,"28491 Navacerrada, Madrid, Spain",divorced,joseln,white,Jubilado,"Soy un caballero, atento, sensible, romántico, géneros y con buen sentido del humor, vamos, que no tengo abuela, adoro la vida y vivir cada momento, he estado solo mucho tiempo, pero ahora necesito una compañera y amiga, para juntos tener nuestro proyecto y forjar bonita amistad que es muy importante en cualquier relación, soy fiel y de una sola mujer. Soy de confiar y me gusta confiar en los demás. En fin, te estoy esperando.",from 40 to 65,more than 2 living elsewhere,Straight,Other,non-smoker,social drinker,"Friendship, Romance, Serious Relationship",Female
Cocotuning24,male,43 y.o.,"Lima, Perú",single,Cocotuning24,hispanic,Ing. Mecanico,-,from 19 to 60,want children,Straight,Other,non-smoker,occasional drinker,Serious Relationship,Female
Ingriz,female,46 y.o.,"Provo, Utah, EE. UU.",separated,Ingriz,hispanic,-,-,from 38 to 42,1-2 living with me,Straight,Other,non-smoker,occasional drinker,"Serious Relationship, Marriage",Male
Gavilan,male,50 y.o.,"El Progreso, Honduras",separated,Gavilan,hispanic,-,Soy muy especial por que me gusta cer muy especial con la mujer que esta con migo soy cariñoso respetoso sensioyo y lo mas importante umilde y con un gran corazon,from 25 to 30,more than 2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,Serious Relationship,Female
jerrycalles,male,54 y.o.,"Maracay, Aragua, Venezuela",divorced,jerrycalles,mixed,gerencia empresarial,-,from 35 to 46,don't want children,Straight,Other,light smoker,occasional drinker,"Friendship, Romance",Female
LuisAlberto75,male,39 y.o.,"San Pedro Sula, Honduras",married,LuisAlberto75,hispanic,-,-,from 19 to 65,1-2 living with me,Straight,Christian,non-smoker,occasional drinker,Fun,Female
astr66,male,57 y.o.,"Cochabamba, Bolivia",divorced,astr66,hispanic,Músico,"Soy un hombre con muchas metas ,emprendedor..",from 19 to 86,want children,Straight,Other,non-smoker,never,"Romance, Serious Relationship, Marriage",Female
capo2019,male,45 y.o.,Dubai - United Arab Emirates,divorced,capo2019,middle eastern,-,-,from 19 to 86,more than 2 living elsewhere,Straight,Muslim,light smoker,never,Serious Relationship,Female
Christhian,male,34 y.o.,"Cochabamba, Bolivia",single,Christhian,hispanic,Mecanico,-,from 20 to 35,no children,Straight,Other,social smoker,social drinker,Romance,Female
Diegouy,male,33 y.o.,"Montevideo, Departamento de Montevideo, Uruguay",single,Diegouy,hispanic,Estudiante,I would like to learn more about Germany!,from 19 to 86,no children,Straight,Other,non-smoker,social drinker,Friendship,Female
Nues,female,46 y.o.,"Bogotá, Colombia",single,Nues,hispanic,Enfermera,Tener amistad. Aprender hablar holandes,from 50 to 65,1-2 living with me,Straight,Other,non-smoker,never,Serious Relationship,Male
Mau67,male,56 y.o.,"Mexico City, CDMX, Mexico",single,Mau67,white,Empresario,-,from 35 to 55,no children,Homosexual,Christian,light smoker,occasional drinker,"Friendship, Romance, Serious Relationship, Marriage",Male
omariot,male,45 y.o.,"La Vega 41000, República Dominicana",single,omariot,hispanic,Systems engineer,"I am a nice person and a good father of 2 children who is looking for a person with good moral values. Without many demands, just be honest and have a desire to excel",from 19 to 86,1-2 living with me,Straight,Christian,non-smoker,never,"Serious Relationship, Marriage",Female
Angilu,female,38 y.o.,"Lima, Perú",single,Angilu,hispanic,Maestra,-,from 30 to 45,want children,Straight,Other,non-smoker,social drinker,"Friendship, Romance, Serious Relationship",Male
Gurill,male,44 y.o.,"Birkirkara, Malta",separated,Gurill,white,-,-,from 26 to 42,1-2 living elsewhere,Straight,Christian,social smoker,occasional drinker,"Fun, Serious Relationship",Female
aperz79,female,35 y.o.,"Tijuana, B.C., México",single,aperz79,white,Ingeniera,-,from 27 to 30,no children,Bisexual,Atheist,light smoker,occasional drinker,Romance,Female
Princessaa,female,37 y.o.,"Carolina, Puerto Rico",single,Princessaa,white,-,-,from 29 to 35,more than 2 living with me,Straight,Christian,social smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",Male
Esneider,male,29 y.o.,"Barranquilla, Atlántico, Colombia",single,Esneider,black,Gestor empresarial,-,from 19 to 86,no children,Straight,Christian,non-smoker,occasional drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
Sherpie,male,30 y.o.,"Cape Town, South Africa",single,Sherpie,black,AIR CON TECHNICIAN,-,from 19 to 86,no children,Straight,Christian,non-smoker,never,Romance,Female
Alfre,male,30 y.o.,"Valledupar, Cesar, Colombia",single,Alfre,hispanic,Operador minero,-,from 19 to 30,no children,Straight,Christian,non-smoker,occasional drinker,Serious Relationship,Female
Redneck775,male,42 y.o.,"Reno, NV, USA",single,Redneck775,white,-,-,from 19 to 40,1-2 living elsewhere,Straight,Other,light smoker,occasional drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
Ballbreaker467,male,56 y.o.,"London, UK",single,Ballbreaker467,white,Warehouse,-,from 19 to 86,no children,Straight,Atheist,light smoker,occasional drinker,Romance,Female
juanart,male,54 y.o.,"Cali, Valle del Cauca, Colombia",single,juanart,hispanic,artis,-,from 19 to 86,no children,Straight,Christian,non-smoker,never,"Serious Relationship, Marriage",Female
kiss39,female,44 y.o.,"Barquisimeto 3001, Lara, Venezuela",widowed,kiss39,hispanic,profesora de educación inicial,-,from 30 to 86,1-2 living with me,Straight,Other,non-smoker,occasional drinker,"Friendship, Romance, Serious Relationship",Male
flowercandle2000,male,62 y.o.,"London, UK",divorced,flowercandle2000,asian,Physician,-,from 19 to 86,1-2 living elsewhere,Straight,Other,non-smoker,occasional drinker,"Serious Relationship, Marriage",Female
Jamon69,male,53 y.o.,"Madrid, Spain",single,Jamon69,white,Administrativo,-,from 19 to 86,no children,Straight,Spiritual,light smoker,social drinker,"Romance, Serious Relationship",Female
Fas,male,45 y.o.,"Tijuana, B.C., México",separated,Fas,hispanic,Administración,-,from 19 to 86,want children,Straight,Other,social smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship",Female
Ace55,female,41 y.o.,"Lula, GA 30554, USA",single,Ace55,white,-,-,from 30 to 45,no children,Straight,Spiritual,non-smoker,occasional drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",Male
Neptali,male,46 y.o.,"Punto Fijo, Falcón, Venezuela",single,Neptali,hispanic,Ingeniero Químico,"Me considero una persona seria y sincera, si te gustaría saber más de mí, contáctame. Saludos.",from 19 to 40,1-2 living with me,Straight,Christian,non-smoker,social drinker,Serious Relationship,Female
Paloma44,female,48 y.o.,"Mexico City, CDMX, Mexico",divorced,Paloma44,hispanic,Auto empleo,-,from 37 to 86,1-2 living with me,Straight,Christian,non-smoker,never,"Serious Relationship, Marriage",Male
Pelegrin,male,43 y.o.,"Toluca, State of Mexico, Mexico",single,Pelegrin,white,-,-,from 29 to 39,want children,Straight,Atheist,social smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship",Female
Boeremeisie777,female,31 y.o.,"Cape Town, South Africa",in relationship,Boeremeisie777,white,Beatician,Im a bisexual lady fun openminded and always up for new chalanges,from 24 to 37,no children,Bisexual,Christian,social smoker,social drinker,"Fun, Friendship",Female
DanielZR,male,34 y.o.,"Santiago, Región Metropolitana, Chile",single,DanielZR,hispanic,-,-,from 19 to 45,no children,Straight,Other,non-smoker,never,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
Gary2323,male,44 y.o.,"Santo Domingo, República Dominicana",separated,Gary2323,hispanic,Ingeniero civil,-,from 19 to 86,1-2 living elsewhere,Straight,Other,non-smoker,social drinker,Serious Relationship,Female
Mary39,female,44 y.o.,"La Habana, Cuba",single,Mary39,black,Enfermera,-,from 45 to 65,no children,Straight,Other,non-smoker,occasional drinker,Serious Relationship,Female
Ricardo31,male,35 y.o.,"Lima, Perú",single,Ricardo31,hispanic,-,-,from 19 to 86,no children,Straight,Other,social smoker,social drinker,"Friendship, Romance, Serious Relationship",Female
Monster777,male,49 y.o.,"Monterrey, N.L., México",divorced,Monster777,hispanic,-,"Soy una persona solitaria, amable, noble, educado, con valores, adicto al trabajo, respetuoso, expresivo, sencillo, que busca tener alguien con quien platicar... el resto por si solo se irá escribiendo en nuestros caminos.",from 40 to 50,1-2 living elsewhere,Straight,Other,non-smoker,social drinker,"Fun, Friendship",Female
examiner,male,63 y.o.,"Ciudad Guayana, Bolívar, Venezuela",separated,examiner,hispanic,Ingeniero quimico,Persona responsable. amistoso de carácter dulce,from 19 to 45,1-2 living with me,Straight,Christian,non-smoker,social drinker,Romance,Female
ALFONSOBARRIL,male,57 y.o.,"Santiago, Región Metropolitana, Chile",married,ALFONSOBARRIL,hispanic,PSICOLOGO,-,from 35 to 45,no children,Straight,Christian,non-smoker,never,"Friendship, Romance",Female
Santiago50,male,54 y.o.,"Bogotá, Colombia",single,Santiago50,hispanic,Comercio electrónico,Conocer culturas diferentes es fascinante,from 35 to 45,1-2 living elsewhere,Straight,Other,non-smoker,occasional drinker,Friendship,Female
Marci35,female,39 y.o.,"Caracas, Distrito Capital, Venezuela",single,Marci35,mixed,Esteticista,-,from 30 to 45,want children,Straight,Christian,non-smoker,social drinker,Friendship,Male
Natyyyy,female,28 y.o.,"Valle del Cauca, Colombia",single,Natyyyy,hispanic,-,-,from 19 to 86,no children,Homosexual,Christian,non-smoker,never,"Fun, Friendship, Romance, Serious Relationship, Marriage",Male
spectech1,male,57 y.o.,"Oslo, Norway",divorced,spectech1,white,"Technical Project Manager, Oil & Gas",Well Sweethie - It's You to desire / remember Your Charm and Your smile coming from Your Inner HEART and soul. ! ! As I always said - Happy Wife = Happy Life!,from 38 to 48,1-2 living elsewhere,Straight,Christian,social smoker,social drinker,"Friendship, Serious Relationship, Marriage",Female
Drparati,male,47 y.o.,"New York, NY, USA",single,Drparati,hispanic,-,-,from 19 to 86,1-2 living with me,Straight,Christian,non-smoker,occasional drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
